subjectURI,subjectLabel,subjectNotation,subjectGrade,predicateCURIE,predicateLabel,objectURI,objectLabel,objectNotation,objectGrade,relationshipID
http://asn.jesandco.org/resources/S11388DD,Generate how and why questions about a topic of interest. ,1-6.1,1,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B8,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.",CCSS.ELA-Literacy.RL.2.1,2,http://toolkit.asn.desire2learn.com/resources/M11280
http://asn.jesandco.org/resources/S11388E3,Analyze the details that support the expression of the main idea in a given literary text. ,2-1.1,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B8,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.",CCSS.ELA-Literacy.RL.2.1,2,http://toolkit.asn.desire2learn.com/resources/M11281
http://asn.jesandco.org/resources/S11388EA,"Classify works of fiction (including fables, tall tales, and folktales) and works of nonfiction (including biographies) by characteristics. ",2-1.8,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B9,"Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.",CCSS.ELA-Literacy.RL.2.2,2,http://toolkit.asn.desire2learn.com/resources/M11282
http://asn.jesandco.org/resources/S1138915,Analyze the details that support the expression of the main idea in a given literary text. ,3-1.1,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436B9,"Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.",CCSS.ELA-Literacy.RL.2.2,2,http://toolkit.asn.desire2learn.com/resources/M11283
http://asn.jesandco.org/resources/S11388E7,"Analyze a narrative text to identify characters, setting, and plot. ",2-1.5,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436BA,Describe how characters in a story respond to major events and challenges.,CCSS.ELA-Literacy.RL.2.3,2,http://toolkit.asn.desire2learn.com/resources/M11284
http://asn.jesandco.org/resources/S1138919,"Analyze the relationship among characters, setting, and plot in a given literary text. ",3-1.5,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436BA,Describe how characters in a story respond to major events and challenges.,CCSS.ELA-Literacy.RL.2.3,2,http://toolkit.asn.desire2learn.com/resources/M11285
http://asn.jesandco.org/resources/S11388E6,Find examples of devices of figurative language (including simile) and sound devices (including onomatopoeia and alliteration). ,2-1.4,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CA,"Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.",CCSS.ELA-Literacy.RL.2.4,2,http://toolkit.asn.desire2learn.com/resources/M11286
http://asn.jesandco.org/resources/S11388E8,"Explain the effect of the author's craft (for example, word choice and the use of repetition) on the meaning of a given literary text. ",2-1.6,2,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CA,"Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.",CCSS.ELA-Literacy.RL.2.4,2,http://toolkit.asn.desire2learn.com/resources/M11287
http://asn.jesandco.org/resources/S113896E,"Interpret devices of figurative language (including simile, metaphor, personification, and hyperbole) and sound devices (including onomatopoeia and alliteration). ",5-1.3,5,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CA,"Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.",CCSS.ELA-Literacy.RL.2.4,2,http://toolkit.asn.desire2learn.com/resources/M11288
http://asn.jesandco.org/resources/S113891D,"Recognize the characteristics of poetry (including stanza, rhyme, and repetition). ",3-1.9,3,asn:alignTo,Align To,http://asn.jesandco.org/resources/S11436CA,"Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.",CCSS.ELA-Literacy.RL.2.4,2,http://toolkit.asn.desire2learn.com/resources/M11289
